AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
27.196903228759766,2016-10-12,51.89956283569336,2016-10-12,40.5885009765625,2016-10-12,13.434000015258789,2016-10-12
27.113462448120117,2016-10-13,51.726898193359375,2016-10-13,40.20399856567383,2016-10-13,13.349332809448242,2016-10-13
27.264122009277344,2016-10-14,52.1812744140625,2016-10-14,40.22999954223633,2016-10-14,13.100666999816895,2016-10-14
27.24557876586914,2016-10-17,51.99953079223633,2016-10-17,40.34199905395508,2016-10-17,12.93066692352295,2016-10-17
27.22703742980957,2016-10-18,52.39937973022461,2016-10-18,41.074501037597656,2016-10-18,13.273332595825195,2016-10-18
27.145915985107422,2016-10-19,52.28124237060547,2016-10-19,41.34199905395508,2016-10-19,13.570667266845703,2016-10-19
27.13200569152832,2016-10-20,52.02678680419922,2016-10-20,41.08150100708008,2016-10-20,13.273332595825195,2016-10-20
27.02538299560547,2016-10-21,54.21691131591797,2016-10-21,41.202999114990234,2016-10-21,13.339332580566406,2016-10-21
27.268756866455078,2016-10-24,55.43465805053711,2016-10-24,41.7869987487793,2016-10-24,13.517333030700684,2016-10-24
27.407821655273438,2016-10-25,55.42557907104492,2016-10-25,41.4275016784668,2016-10-25,13.489333152770996,2016-10-25
26.791292190551758,2016-10-26,55.09841537475586,2016-10-26,41.10499954223633,2016-10-26,13.482666969299316,2016-10-26
26.53402328491211,2016-10-27,54.61676788330078,2016-10-27,40.86750030517578,2016-10-27,13.600666999816895,2016-10-27
26.357872009277344,2016-10-28,54.40775680541992,2016-10-28,40.97800064086914,2016-10-28,13.33133316040039,2016-10-28
26.316146850585938,2016-10-31,54.453189849853516,2016-10-31,40.494998931884766,2016-10-31,13.182000160217285,2016-10-31
25.840999603271484,2016-11-01,54.34414291381836,2016-11-01,40.27399826049805,2016-11-01,12.719332695007324,2016-11-01
25.864179611206055,2016-11-02,54.00790023803711,2016-11-02,39.42100143432617,2016-11-02,12.534667015075684,2016-11-02
25.58694076538086,2016-11-03,53.80796432495117,2016-11-03,39.109500885009766,2016-11-03,12.494667053222656,2016-11-03
25.356304168701172,2016-11-04,53.35358810424805,2016-11-04,39.05500030517578,2016-11-04,12.704000473022461,2016-11-04
25.722068786621094,2016-11-07,54.907569885253906,2016-11-07,40.10150146484375,2016-11-07,12.880666732788086,2016-11-07
25.873489379882812,2016-11-08,54.9530143737793,2016-11-08,40.5989990234375,2016-11-08,12.996000289916992,2016-11-08
25.831558227539062,2016-11-09,54.68038558959961,2016-11-09,40.27949905395508,2016-11-09,12.670666694641113,2016-11-09
25.11168670654297,2016-11-10,53.3444938659668,2016-11-10,39.01449966430664,2016-11-10,12.356666564941406,2016-11-10
25.260791778564453,2016-11-11,53.63530731201172,2016-11-11,38.587501525878906,2016-11-11,12.570667266845703,2016-11-11
24.627117156982422,2016-11-14,52.81741714477539,2016-11-14,37.6609992980957,2016-11-14,12.096667289733887,2016-11-14
24.953262329101562,2016-11-15,53.86040115356445,2016-11-15,38.757999420166016,2016-11-15,12.251333236694336,2016-11-15
25.624221801757812,2016-11-16,54.57402038574219,2016-11-16,38.999000549316406,2016-11-16,12.26200008392334,2016-11-16
25.61490249633789,2016-11-17,55.47979736328125,2016-11-17,39.30799865722656,2016-11-17,12.577333450317383,2016-11-17
25.640525817871094,2016-11-18,55.214473724365234,2016-11-18,38.798500061035156,2016-11-18,12.334667205810547,2016-11-18
26.02958869934082,2016-11-21,55.68107604980469,2016-11-21,39.2400016784668,2016-11-21,12.3013334274292,2016-11-21
26.04589080810547,2016-11-22,55.918941497802734,2016-11-22,39.25,2016-11-22,12.744667053222656,2016-11-22
25.913103103637695,2016-11-23,55.260215759277344,2016-11-23,38.95000076293945,2016-11-23,12.87600040435791,2016-11-23
26.043563842773438,2016-11-25,55.379150390625,2016-11-25,39.01150131225586,2016-11-25,13.109999656677246,2016-11-25
25.992305755615234,2016-11-28,55.45233154296875,2016-11-28,39.28950119018555,2016-11-28,13.074666976928711,2016-11-28
25.966678619384766,2016-11-29,55.89149856567383,2016-11-29,39.47200012207031,2016-11-29,12.637999534606934,2016-11-29
25.747692108154297,2016-11-30,55.132118225097656,2016-11-30,38.79399871826172,2016-11-30,12.626667022705078,2016-11-30
25.507734298706055,2016-12-01,54.162330627441406,2016-12-01,38.21649932861328,2016-12-01,12.125332832336426,2016-12-01
25.60325050354004,2016-12-02,54.20806884765625,2016-12-02,38.222999572753906,2016-12-02,12.097999572753906,2016-12-02
25.419206619262695,2016-12-05,55.095523834228516,2016-12-05,38.9109992980957,2016-12-05,12.453332901000977,2016-12-05
25.61490249633789,2016-12-06,54.84850311279297,2016-12-06,38.808998107910156,2016-12-06,12.390000343322754,2016-12-06
25.866512298583984,2016-12-07,56.14766311645508,2016-12-07,39.57350158691406,2016-12-07,12.876667022705078,2016-12-07
26.12044334411621,2016-12-08,55.81829833984375,2016-12-08,39.75849914550781,2016-12-08,12.81933307647705,2016-12-08
26.54677391052246,2016-12-09,56.69660949707031,2016-12-09,40.47249984741211,2016-12-09,12.812000274658203,2016-12-09
26.39535140991211,2016-12-12,56.87957763671875,2016-12-12,40.39500045776367,2016-12-12,12.828666687011719,2016-12-12
26.83565330505371,2016-12-13,57.62065505981445,2016-12-13,40.766998291015625,2016-12-13,13.210000038146973,2016-12-13
26.83565330505371,2016-12-14,57.34619140625,2016-12-14,40.894500732421875,2016-12-14,13.246000289916992,2016-12-14
26.982425689697266,2016-12-15,57.25469970703125,2016-12-15,40.782501220703125,2016-12-15,13.17199993133545,2016-12-15
27.01736831665039,2016-12-16,56.99852752685547,2016-12-16,40.492000579833984,2016-12-16,13.499333381652832,2016-12-16
27.173460006713867,2016-12-19,58.20619201660156,2016-12-19,40.625,2016-12-19,13.51533317565918,2016-12-19
27.245681762695312,2016-12-20,58.13300323486328,2016-12-20,40.7599983215332,2016-12-20,13.919333457946777,2016-12-20
27.271305084228516,2016-12-21,58.13300323486328,2016-12-21,40.61000061035156,2016-12-21,13.846667289733887,2016-12-21
27.0919246673584,2016-12-22,58.142147064208984,2016-12-22,40.48400115966797,2016-12-22,13.896666526794434,2016-12-22
